Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Allen Iverson,PHI,48.0,41.5,9.1,22.0,0.412,1.2,0.291,7.9,0.44,0.439,7.4,9.9,0.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,26.8,1998-99,26,0.51,0.41,0
Shaquille O'Neal,LAL,49.0,34.8,10.4,18.1,0.576,0.0,0.0,10.4,0.577,0.576,5.5,10.2,0.54,3.8,6.9,10.7,2.3,0.7,1.7,2.5,26.3,1998-99,7,0.58,0.55,1
Karl Malone,UTA,49.0,37.4,8.0,16.3,0.493,0.0,0.0,8.0,0.494,0.493,7.7,9.8,0.788,2.2,7.3,9.4,4.1,1.3,0.6,3.3,23.8,1998-99,5,0.58,0.52,1
Shareef Abdur-Rahim,VAN,50.0,40.4,7.7,17.9,0.432,0.2,0.306,7.5,0.438,0.438,7.4,8.8,0.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,23.0,1998-99,29,0.53,0.42,0
Keith Van Horn,NJN,42.0,37.5,7.7,17.9,0.428,0.4,0.302,7.3,0.438,0.439,6.1,7.1,0.859,2.7,5.8,8.5,1.5,1.0,1.3,3.2,21.8,1998-99,18,0.52,0.47,0
Tim Duncan,SAS,50.0,39.3,8.4,16.9,0.495,0.0,0.143,8.3,0.498,0.495,4.9,7.2,0.69,3.2,8.2,11.4,2.4,0.9,2.5,2.9,21.7,1998-99,11,0.54,0.5,1
Gary Payton,SEA,50.0,40.2,8.0,18.5,0.434,1.7,0.295,6.4,0.495,0.479,4.0,5.5,0.721,1.2,3.6,4.9,8.7,2.2,0.2,3.1,21.7,1998-99,8,0.52,0.45,1
Stephon Marbury,2TM,49.0,38.7,7.7,18.0,0.428,1.3,0.335,6.4,0.455,0.465,4.5,5.7,0.799,0.8,2.1,2.9,8.9,1.2,0.2,3.3,21.3,1998-99,-1,0.52,0.4,0
Antonio McDyess,DEN,50.0,38.7,8.3,17.6,0.471,0.0,0.111,8.3,0.474,0.471,4.6,6.8,0.68,3.4,7.4,10.7,1.6,1.5,2.3,2.8,21.2,1998-99,33,0.51,0.46,0
Grant Hill,DET,50.0,37.0,7.7,16.0,0.479,0.0,0.0,7.7,0.487,0.479,5.7,7.6,0.752,1.3,5.8,7.1,6.0,1.6,0.5,3.7,21.1,1998-99,23,0.55,0.45,1
Kevin Garnett,MIN,47.0,37.9,8.8,19.1,0.46,0.1,0.286,8.7,0.463,0.462,3.1,4.4,0.704,3.5,6.9,10.4,4.3,1.7,1.8,2.9,20.8,1998-99,17,0.49,0.52,0
Shawn Kemp,CLE,42.0,35.1,6.6,13.7,0.482,0.0,0.5,6.6,0.482,0.483,7.3,9.3,0.789,3.1,6.1,9.2,2.4,1.1,1.1,3.0,20.5,1998-99,15,0.58,0.53,0
Michael Finley,DAL,50.0,41.0,7.8,17.5,0.444,0.9,0.331,6.9,0.465,0.47,3.7,4.5,0.823,1.4,3.9,5.3,4.4,1.3,0.3,2.1,20.2,1998-99,28,0.52,0.38,1
Alonzo Mourning,MIA,46.0,38.1,7.0,13.8,0.511,0.0,0.0,7.0,0.513,0.511,6.0,9.2,0.652,3.6,7.4,11.0,1.6,0.7,3.9,3.0,20.1,1998-99,12,0.56,0.53,0
Chris Webber,SAC,42.0,40.9,9.0,18.5,0.486,0.1,0.118,8.9,0.503,0.488,1.9,4.1,0.454,3.5,9.4,13.0,4.1,1.4,2.1,3.5,20.0,1998-99,27,0.49,0.6,0
Kobe Bryant,LAL,50.0,37.9,7.2,15.6,0.465,0.5,0.267,6.7,0.494,0.482,4.9,5.8,0.839,1.1,4.2,5.3,3.8,1.4,1.0,3.1,19.9,1998-99,7,0.55,0.38,0
Mitch Richmond,WAS,50.0,38.2,6.6,16.1,0.412,1.4,0.317,5.2,0.448,0.456,5.0,5.9,0.857,0.6,2.8,3.4,2.4,1.3,0.2,2.7,19.7,1998-99,20,0.53,0.28,1
Juwan Howard,WAS,36.0,39.7,7.9,16.8,0.474,0.0,0.0,7.9,0.476,0.474,3.1,4.1,0.753,2.5,5.6,8.1,3.0,1.2,0.4,2.6,18.9,1998-99,20,0.51,0.53,0
Hakeem Olajuwon,HOU,50.0,35.7,7.5,14.5,0.514,0.1,0.308,7.4,0.518,0.517,3.9,5.4,0.717,2.1,7.4,9.6,1.8,1.6,2.5,2.8,18.9,1998-99,21,0.56,0.46,0
Toni Kukoč,CHI,44.0,37.6,7.2,17.0,0.42,0.9,0.285,6.3,0.45,0.446,3.6,4.9,0.74,1.5,5.6,7.0,5.3,1.1,0.3,2.8,18.8,1998-99,6,0.49,0.42,0
Steve Smith,ATL,36.0,36.5,6.0,15.0,0.402,1.3,0.338,4.7,0.424,0.445,5.3,6.3,0.849,1.4,2.8,4.2,3.3,1.0,0.3,2.8,18.7,1998-99,14,0.53,0.41,0
Antoine Walker,BOS,42.0,36.9,7.2,17.5,0.412,1.5,0.369,5.7,0.426,0.456,2.7,4.8,0.559,2.5,6.0,8.5,3.1,1.5,0.7,2.8,18.7,1998-99,24,0.48,0.41,1
Reggie Miller,IND,50.0,35.7,5.9,13.4,0.438,2.1,0.385,3.8,0.475,0.517,4.5,4.9,0.915,0.5,2.2,2.7,2.2,0.7,0.2,1.5,18.4,1998-99,9,0.59,0.3,1
Glenn Robinson,MIL,47.0,33.6,7.4,16.1,0.459,0.7,0.392,6.7,0.467,0.479,3.0,3.4,0.87,1.6,4.3,5.9,2.1,1.0,0.9,2.3,18.4,1998-99,25,0.52,0.36,0
Vince Carter,TOR,50.0,35.2,6.9,15.3,0.45,0.4,0.288,6.5,0.466,0.463,4.1,5.4,0.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,18.3,1998-99,32,0.52,0.35,0
Glen Rice,LAL,27.0,36.5,6.3,14.7,0.432,2.0,0.393,4.4,0.452,0.499,2.9,3.3,0.856,0.3,3.3,3.7,2.6,0.6,0.2,1.7,17.5,1998-99,7,0.54,0.52,1
Tim Hardaway,MIA,48.0,36.9,6.3,15.7,0.4,2.3,0.36,3.9,0.429,0.475,2.5,3.1,0.812,0.3,2.9,3.2,7.3,1.2,0.1,2.7,17.4,1998-99,12,0.51,0.34,1
Patrick Ewing,NYK,38.0,34.2,6.5,14.9,0.435,0.0,0.0,6.5,0.436,0.435,4.3,6.1,0.706,1.9,8.0,9.9,1.1,0.8,2.6,2.6,17.3,1998-99,19,0.49,0.5,0
Ray Allen,MIL,50.0,34.4,6.1,13.5,0.45,1.5,0.356,4.6,0.492,0.505,3.5,3.9,0.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,17.1,1998-99,25,0.56,0.32,0
Tom Gugliotta,PHO,43.0,36.3,6.4,13.3,0.483,0.0,0.286,6.4,0.486,0.485,4.0,5.1,0.794,3.0,5.8,8.9,2.8,1.4,0.5,2.0,17.0,1998-99,10,0.55,0.48,0
Ron Mercer,BOS,41.0,37.8,7.4,17.2,0.431,0.1,0.167,7.3,0.443,0.435,2.0,2.6,0.79,0.9,2.9,3.8,2.5,1.6,0.3,2.2,17.0,1998-99,24,0.46,0.31,0
Jason Kidd,PHO,50.0,41.2,6.2,14.0,0.444,0.9,0.366,5.3,0.461,0.476,3.6,4.8,0.757,1.7,5.0,6.8,10.8,2.3,0.4,3.0,16.9,1998-99,10,0.52,0.5,1
Maurice Taylor,LAC,46.0,32.7,6.8,14.7,0.461,0.0,0.167,6.7,0.463,0.461,3.3,4.5,0.728,2.2,3.1,5.3,1.5,0.3,0.6,2.6,16.8,1998-99,31,0.5,0.28,0
Paul Pierce,BOS,48.0,34.0,5.9,13.5,0.439,1.8,0.412,4.2,0.451,0.504,2.9,4.1,0.713,2.4,4.0,6.4,2.4,1.7,1.0,2.4,16.5,1998-99,24,0.54,0.35,0
Nick Van Exel,DEN,50.0,36.0,6.1,15.4,0.398,1.4,0.308,4.7,0.437,0.445,2.8,3.5,0.811,0.3,2.0,2.3,7.4,0.8,0.1,2.4,16.5,1998-99,33,0.49,0.29,0
Clifford Robinson,PHO,50.0,34.8,6.0,12.6,0.475,1.2,0.417,4.8,0.492,0.521,3.3,4.7,0.697,1.4,3.2,4.5,2.6,1.5,1.2,1.8,16.4,1998-99,10,0.56,0.33,0
Latrell Sprewell,NYK,37.0,33.3,5.8,14.0,0.415,0.6,0.273,5.2,0.44,0.435,4.2,5.2,0.812,1.1,3.1,4.2,2.5,1.2,0.1,2.1,16.4,1998-99,19,0.5,0.35,0
Allan Houston,NYK,50.0,36.3,5.9,14.1,0.418,1.1,0.407,4.7,0.421,0.459,3.4,3.9,0.862,0.4,2.6,3.0,2.7,0.7,0.2,2.6,16.3,1998-99,19,0.52,0.23,0
Charles Barkley,HOU,42.0,36.3,5.7,12.0,0.478,0.1,0.16,5.6,0.495,0.482,4.6,6.4,0.719,4.0,8.3,12.3,4.6,1.0,0.3,2.4,16.1,1998-99,21,0.54,0.57,0
Gary Trent,DAL,45.0,30.3,6.4,13.4,0.477,0.0,0.0,6.4,0.481,0.477,3.2,5.2,0.617,2.8,5.0,7.8,1.7,0.6,0.5,1.5,16.0,1998-99,28,0.51,0.36,0
Sam Cassell,2TM,8.0,24.9,4.9,11.6,0.419,0.3,0.2,4.6,0.446,0.43,5.9,6.3,0.94,0.6,1.3,1.9,4.5,1.1,0.0,2.5,15.9,1998-99,-1,0.55,1.73,0
Anfernee Hardaway,ORL,50.0,38.9,6.0,14.3,0.42,0.8,0.286,5.2,0.452,0.448,3.0,4.2,0.706,1.5,4.2,5.7,5.3,2.2,0.5,3.0,15.8,1998-99,22,0.49,0.34,0
David Robinson,SAS,49.0,31.7,5.5,10.8,0.509,0.0,0.0,5.5,0.51,0.509,4.9,7.4,0.658,3.0,7.0,10.0,2.1,1.4,2.4,2.2,15.8,1998-99,11,0.56,0.44,1
Rod Strickland,WAS,44.0,37.1,5.7,13.7,0.416,0.3,0.286,5.4,0.426,0.426,4.0,5.4,0.746,1.3,3.5,4.8,9.9,1.7,0.1,3.2,15.7,1998-99,20,0.49,0.45,1
Eddie Jones,2TM,50.0,37.6,5.2,11.9,0.437,1.0,0.338,4.2,0.468,0.477,4.2,5.4,0.782,1.0,2.9,3.9,3.7,2.5,1.2,1.9,15.6,1998-99,-1,0.55,0.34,0
Doug Christie,TOR,50.0,35.4,5.0,13.0,0.388,1.0,0.304,4.1,0.415,0.425,4.1,4.9,0.841,1.2,3.0,4.1,3.7,2.3,0.5,2.4,15.2,1998-99,32,0.5,0.29,0
Zydrunas Ilgauskas,CLE,5.0,34.2,5.8,11.4,0.509,0.0,,5.8,0.509,0.509,3.6,6.0,0.6,3.4,5.4,8.8,0.8,0.8,1.4,1.8,15.2,1998-99,15,0.54,3.44,0
Detlef Schrempf,SEA,50.0,35.3,5.2,11.0,0.472,0.7,0.395,4.5,0.486,0.503,4.0,4.9,0.823,1.5,5.9,7.4,3.7,0.8,0.5,2.1,15.0,1998-99,8,0.57,0.37,0
Nick Anderson,ORL,47.0,33.6,5.4,13.6,0.395,2.0,0.347,3.3,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,14.9,1998-99,22,0.49,0.28,0
Rik Smits,IND,49.0,25.9,6.3,12.9,0.49,0.0,0.0,6.3,0.491,0.49,2.2,2.7,0.818,1.5,4.1,5.6,1.1,0.4,1.1,1.5,14.9,1998-99,9,0.53,0.3,1
Jamal Mashburn,MIA,24.0,35.6,5.6,12.4,0.451,0.5,0.433,5.0,0.453,0.473,3.1,4.3,0.721,1.0,5.1,6.1,3.1,0.8,0.1,2.5,14.8,1998-99,12,0.52,0.6,0
Scottie Pippen,HOU,50.0,40.2,5.2,12.1,0.432,1.4,0.34,3.8,0.482,0.492,2.6,3.7,0.721,1.3,5.2,6.5,5.9,2.0,0.7,3.2,14.5,1998-99,21,0.53,0.37,1
Jerry Stackhouse,DET,42.0,28.3,4.3,11.6,0.371,0.8,0.278,3.5,0.403,0.407,5.0,5.9,0.85,0.6,1.9,2.5,2.8,0.8,0.5,2.9,14.5,1998-99,23,0.51,0.24,0
Vlade Divac,SAC,50.0,35.2,5.2,11.1,0.47,0.2,0.256,5.0,0.488,0.48,3.6,5.1,0.702,2.8,7.2,10.0,4.3,0.9,1.0,2.6,14.3,1998-99,27,0.54,0.41,0
Bobby Phills,CHH,43.0,36.6,5.0,11.6,0.433,1.6,0.395,3.4,0.452,0.501,2.7,3.9,0.685,0.9,3.1,4.0,3.5,1.4,0.6,2.1,14.3,1998-99,13,0.54,0.32,0
David Wesley,CHH,50.0,37.0,4.9,10.9,0.446,1.2,0.359,3.6,0.485,0.502,3.2,3.8,0.832,0.5,2.8,3.2,6.4,2.0,0.2,2.8,14.1,1998-99,13,0.56,0.33,0
Terrell Brandon,2TM,36.0,33.8,5.9,14.1,0.418,0.3,0.255,5.6,0.435,0.43,1.8,2.2,0.833,0.8,3.0,3.7,8.6,1.8,0.3,2.1,13.9,1998-99,-1,0.46,0.49,0
Chauncey Billups,DEN,45.0,33.1,4.2,11.0,0.386,1.9,0.362,2.4,0.408,0.472,3.5,3.8,0.913,0.5,1.6,2.1,3.8,1.3,0.3,2.2,13.9,1998-99,33,0.55,0.27,0
Isaiah Rider,POR,47.0,29.5,5.3,12.9,0.412,0.9,0.378,4.4,0.419,0.446,2.4,3.1,0.755,1.3,2.9,4.2,2.2,0.5,0.2,2.0,13.9,1998-99,16,0.49,0.23,0
Darrell Armstrong,ORL,50.0,30.0,4.6,10.4,0.441,1.4,0.365,3.2,0.483,0.507,3.2,3.6,0.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,13.8,1998-99,22,0.58,0.34,0
Vin Baker,SEA,34.0,34.2,5.8,12.9,0.453,0.0,0.0,5.8,0.456,0.453,2.1,4.7,0.45,2.5,3.7,6.2,1.6,0.9,1.0,2.2,13.8,1998-99,8,0.46,0.34,1
Raef LaFrentz,DEN,12.0,32.3,4.9,10.8,0.457,1.0,0.387,3.9,0.48,0.504,3.0,4.0,0.75,2.8,4.8,7.6,0.7,0.8,1.4,0.8,13.8,1998-99,33,0.55,1.38,0
John Starks,GSW,50.0,33.7,5.4,14.6,0.37,1.6,0.29,3.8,0.416,0.423,1.5,2.0,0.74,0.7,2.6,3.3,4.7,1.4,0.1,1.7,13.8,1998-99,30,0.45,0.24,0
Joe Smith,MIN,43.0,33.0,5.2,12.1,0.427,0.0,0.0,5.2,0.43,0.427,3.3,4.4,0.755,3.6,4.7,8.2,1.6,0.7,1.5,1.5,13.7,1998-99,17,0.49,0.38,0
Matt Geiger,PHI,50.0,30.8,5.3,11.1,0.479,0.0,0.2,5.3,0.482,0.48,2.8,3.5,0.797,2.7,4.5,7.2,1.2,0.8,0.8,2.0,13.5,1998-99,26,0.53,0.3,0
Mookie Blaylock,ATL,48.0,36.7,5.1,13.6,0.379,1.6,0.307,3.5,0.425,0.439,1.4,1.9,0.758,0.9,3.7,4.7,5.8,2.1,0.2,2.4,13.3,1998-99,14,0.46,0.31,0
Mike Bibby,VAN,50.0,35.2,5.2,12.1,0.43,0.3,0.203,4.9,0.461,0.442,2.5,3.4,0.751,0.6,2.1,2.7,6.5,1.6,0.1,2.9,13.2,1998-99,29,0.49,0.27,0
Corliss Williamson,SAC,50.0,27.5,5.4,11.1,0.485,0.0,0.2,5.4,0.487,0.486,2.4,3.8,0.638,1.7,2.4,4.1,1.3,0.6,0.2,1.5,13.2,1998-99,27,0.52,0.22,0
Derrick Coleman,CHH,37.0,31.8,4.5,11.0,0.414,0.2,0.212,4.4,0.432,0.422,3.9,5.1,0.753,2.1,6.8,8.9,2.1,0.6,1.1,2.4,13.1,1998-99,13,0.49,0.42,0
Kerry Kittles,NJN,46.0,34.1,4.9,13.3,0.37,1.1,0.316,3.8,0.389,0.411,1.9,2.5,0.772,1.1,3.0,4.2,2.5,1.7,0.6,1.4,12.9,1998-99,18,0.45,0.25,0
Rasheed Wallace,POR,49.0,28.9,4.9,9.7,0.508,0.3,0.419,4.7,0.515,0.522,2.7,3.7,0.732,1.2,3.8,4.9,1.2,1.0,1.1,1.6,12.8,1998-99,16,0.56,0.28,0
Jason Williams,SAC,50.0,36.1,4.6,12.3,0.374,2.0,0.31,2.6,0.446,0.455,1.6,2.1,0.752,0.3,2.8,3.1,6.0,1.9,0.0,2.9,12.8,1998-99,27,0.48,0.25,0
Elden Campbell,2TM,49.0,29.8,4.5,9.5,0.477,0.0,0.0,4.5,0.478,0.477,3.5,5.5,0.639,2.6,5.5,8.1,1.4,0.8,1.5,1.6,12.6,1998-99,-1,0.53,0.32,0
Damon Stoudamire,POR,50.0,33.5,5.0,12.6,0.396,0.9,0.31,4.1,0.421,0.431,1.8,2.4,0.73,0.8,2.5,3.3,6.2,1.0,0.1,2.2,12.6,1998-99,16,0.46,0.26,0
Cedric Ceballos,DAL,13.0,27.1,4.5,10.8,0.421,0.8,0.393,3.7,0.429,0.461,2.6,3.8,0.694,1.8,4.8,6.5,0.9,0.5,0.4,2.2,12.5,1998-99,28,0.5,0.85,0
Alan Henderson,ATL,38.0,30.1,4.9,11.1,0.442,0.0,0.0,4.9,0.443,0.442,2.6,3.9,0.671,2.6,3.9,6.6,0.7,0.9,0.5,1.5,12.5,1998-99,14,0.49,0.32,0
Bryon Russell,UTA,50.0,35.4,4.3,9.4,0.464,1.0,0.354,3.3,0.514,0.519,2.7,3.4,0.795,1.3,4.0,5.3,1.5,1.5,0.3,1.5,12.4,1998-99,5,0.57,0.27,0
Jeff Hornacek,UTA,48.0,29.9,4.5,9.4,0.477,0.7,0.42,3.8,0.489,0.514,2.6,2.9,0.893,0.7,2.6,3.3,4.0,1.1,0.3,1.7,12.2,1998-99,5,0.57,0.29,0
Lamond Murray,LAC,50.0,26.3,4.5,11.6,0.391,0.7,0.33,3.8,0.404,0.42,2.5,3.1,0.803,1.2,2.7,3.9,1.2,1.2,0.4,2.0,12.2,1998-99,31,0.47,0.18,0
Kenny Anderson,BOS,34.0,29.7,4.7,10.5,0.451,0.2,0.25,4.6,0.465,0.459,2.5,3.0,0.832,0.7,2.3,3.0,5.7,1.0,0.1,2.1,12.1,1998-99,24,0.51,0.4,0
Rex Chapman,PHO,38.0,31.1,4.3,12.1,0.359,1.4,0.351,2.9,0.364,0.417,2.0,2.4,0.835,0.3,2.4,2.7,2.9,0.9,0.2,1.4,12.1,1998-99,10,0.46,0.24,0
Arvydas Sabonis,POR,50.0,27.0,4.6,9.6,0.485,0.1,0.292,4.5,0.496,0.493,2.7,3.5,0.771,1.8,6.1,7.9,2.4,0.7,1.3,1.7,12.1,1998-99,16,0.54,0.34,0
Larry Johnson,NYK,49.0,33.4,4.3,9.3,0.459,0.7,0.359,3.6,0.484,0.495,2.7,3.3,0.817,1.9,3.9,5.8,2.4,0.7,0.2,1.8,12.0,1998-99,19,0.56,0.28,0
Randy Livingston,PHO,1.0,22.0,5.0,8.0,0.625,0.0,,5.0,0.625,0.625,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0,12.0,1998-99,10,0.68,15.0,0
Kevin Willis,TOR,42.0,29.0,4.5,10.6,0.418,0.0,0.0,4.5,0.42,0.418,3.1,3.7,0.839,2.6,5.7,8.3,1.6,0.7,0.7,2.0,12.0,1998-99,32,0.49,0.35,0
Lindsey Hunter,DET,49.0,35.8,4.7,10.7,0.435,1.2,0.386,3.4,0.456,0.491,1.4,1.8,0.753,0.5,2.9,3.4,3.9,1.8,0.2,1.9,11.9,1998-99,23,0.52,0.26,0
Kendall Gill,NJN,50.0,32.1,4.7,11.9,0.398,0.0,0.118,4.7,0.406,0.4,2.3,3.3,0.683,1.2,3.7,4.9,2.5,2.7,0.5,1.4,11.8,1998-99,18,0.44,0.26,0
Brian Grant,POR,48.0,31.8,3.8,8.0,0.479,0.0,,3.8,0.479,0.479,3.8,4.7,0.814,3.6,6.2,9.8,1.4,0.4,0.7,2.0,11.5,1998-99,16,0.57,0.35,0
P.J. Brown,MIA,50.0,32.2,4.6,9.5,0.48,0.0,,4.6,0.48,0.48,2.3,2.9,0.774,2.3,4.6,6.9,1.3,0.9,1.0,1.4,11.4,1998-99,12,0.53,0.29,0
Joe Dumars,DET,38.0,29.4,3.8,9.2,0.411,2.3,0.403,1.4,0.426,0.539,1.3,1.6,0.836,0.3,1.5,1.8,3.5,0.6,0.1,1.4,11.3,1998-99,23,0.57,0.27,0
Otis Thorpe,WAS,49.0,31.4,4.9,9.0,0.545,0.0,0.0,4.9,0.548,0.545,1.5,2.2,0.698,2.0,4.9,6.8,2.1,0.9,0.4,1.8,11.3,1998-99,20,0.57,0.3,0
Dee Brown,TOR,49.0,28.1,3.8,10.1,0.378,2.8,0.387,1.1,0.356,0.514,0.8,1.1,0.727,0.3,1.8,2.1,2.9,1.1,0.2,1.6,11.2,1998-99,32,0.53,0.19,0
Sean Elliott,SAS,50.0,30.2,4.2,10.1,0.41,0.8,0.328,3.4,0.436,0.449,2.1,2.8,0.757,0.7,3.6,4.3,2.3,0.5,0.3,1.4,11.2,1998-99,11,0.49,0.21,0
Ron Harper,CHI,35.0,31.6,4.2,11.1,0.377,0.8,0.318,3.4,0.393,0.412,2.0,2.9,0.703,1.4,3.7,5.1,3.3,1.7,1.0,1.9,11.2,1998-99,6,0.45,0.36,0
Tony Massenburg,VAN,43.0,26.6,4.4,9.0,0.487,0.0,0.0,4.4,0.49,0.487,2.4,3.6,0.665,1.9,4.0,6.0,0.5,0.6,0.9,1.5,11.2,1998-99,29,0.53,0.28,0
Sam Mitchell,MIN,50.0,26.9,4.3,10.4,0.408,0.2,0.237,4.1,0.421,0.417,2.5,3.3,0.764,1.1,2.5,3.6,2.0,0.7,0.3,0.7,11.2,1998-99,17,0.47,0.2,0
Wesley Person,CLE,45.0,29.8,4.4,9.7,0.453,1.7,0.375,2.7,0.519,0.539,0.7,1.2,0.604,0.4,2.7,3.2,1.8,0.8,0.4,0.9,11.2,1998-99,15,0.55,0.24,0
Theo Ratliff,PHI,50.0,32.5,3.9,8.4,0.47,0.0,,3.9,0.47,0.47,3.3,4.6,0.725,2.8,5.4,8.1,0.6,0.9,3.0,1.8,11.2,1998-99,26,0.54,0.32,0
Brent Barry,CHI,37.0,31.9,3.8,9.6,0.396,1.4,0.302,2.4,0.484,0.469,2.1,2.7,0.772,1.1,2.8,3.9,3.1,1.1,0.3,1.9,11.1,1998-99,6,0.51,0.3,0
Jalen Rose,IND,49.0,25.3,4.1,10.1,0.403,0.3,0.262,3.7,0.425,0.42,2.6,3.2,0.791,0.7,2.4,3.1,1.9,1.0,0.3,1.5,11.1,1998-99,9,0.48,0.19,0
John Stockton,UTA,50.0,28.2,4.0,8.2,0.488,0.3,0.32,3.7,0.511,0.507,2.7,3.4,0.811,0.6,2.3,2.9,7.5,1.6,0.3,2.2,11.1,1998-99,5,0.57,0.33,1
Danny Fortson,DEN,50.0,28.3,3.8,7.7,0.495,0.0,0.0,3.8,0.499,0.495,3.4,4.6,0.727,4.2,7.4,11.6,0.6,0.6,0.4,1.5,11.0,1998-99,33,0.57,0.35,0
Donyell Marshall,GSW,48.0,26.0,4.3,10.3,0.421,0.5,0.361,3.8,0.431,0.447,1.8,2.5,0.727,2.4,4.7,7.1,1.4,1.0,0.8,1.7,11.0,1998-99,30,0.48,0.27,0
Michael Dickerson,HOU,50.0,31.2,4.3,9.2,0.465,1.4,0.433,2.9,0.483,0.542,0.9,1.4,0.639,0.5,1.1,1.7,1.9,0.5,0.2,1.3,10.9,1998-99,21,0.56,0.17,0
Don MacLean,SEA,17.0,21.5,3.7,9.4,0.396,0.5,0.273,3.2,0.429,0.425,2.9,4.7,0.625,1.1,2.8,3.8,0.9,0.3,0.3,1.5,10.9,1998-99,8,0.48,0.42,0
Derek Anderson,CLE,38.0,25.7,3.3,8.3,0.398,0.6,0.304,2.7,0.424,0.432,3.6,4.3,0.836,0.5,2.3,2.9,3.8,1.3,0.1,2.2,10.8,1998-99,15,0.53,0.29,0
